--- DTA Baseline: InfoBatch (Ratio: 0.2) ---

>>> [Stage 0] Sampling...

[Sampler] Running InfoBatch | Target: 4991/24956 (20.0%)
Scanning Source (InfoBatch):   0%|          | 0/25 [00:00<?, ?it/s]/root/miniconda3/envs/subset/lib/python3.9/site-packages/torch/nn/modules/transformer.py:508: UserWarning: The PyTorch API of nested tensors is in prototype stage and will change in the near future. We recommend specifying layout=torch.jagged when constructing a nested tensor, as this layout receives active development, has better operator coverage, and works with torch.compile. (Triggered internally at /pytorch/aten/src/ATen/NestedTensorImpl.cpp:178.)
  output = torch._nested_tensor_from_mask(
Scanning Source (InfoBatch):   4%|▍         | 1/25 [00:02<01:09,  2.89s/it]Scanning Source (InfoBatch):   8%|▊         | 2/25 [00:03<00:31,  1.39s/it]Scanning Source (InfoBatch):  12%|█▏        | 3/25 [00:03<00:19,  1.11it/s]Scanning Source (InfoBatch):  16%|█▌        | 4/25 [00:03<00:14,  1.44it/s]Scanning Source (InfoBatch):  20%|██        | 5/25 [00:04<00:12,  1.63it/s]Scanning Source (InfoBatch):  24%|██▍       | 6/25 [00:05<00:11,  1.62it/s]Scanning Source (InfoBatch):  28%|██▊       | 7/25 [00:05<00:09,  1.91it/s]Scanning Source (InfoBatch):  32%|███▏      | 8/25 [00:05<00:07,  2.14it/s]Scanning Source (InfoBatch):  36%|███▌      | 9/25 [00:06<00:10,  1.55it/s]Scanning Source (InfoBatch):  40%|████      | 10/25 [00:07<00:09,  1.58it/s]Scanning Source (InfoBatch):  44%|████▍     | 11/25 [00:07<00:07,  1.84it/s]Scanning Source (InfoBatch):  48%|████▊     | 12/25 [00:08<00:06,  2.07it/s]Scanning Source (InfoBatch):  52%|█████▏    | 13/25 [00:08<00:06,  1.73it/s]Scanning Source (InfoBatch):  56%|█████▌    | 14/25 [00:09<00:07,  1.54it/s]Scanning Source (InfoBatch):  60%|██████    | 15/25 [00:09<00:05,  1.79it/s]Scanning Source (InfoBatch):  64%|██████▍   | 16/25 [00:10<00:04,  2.03it/s]Scanning Source (InfoBatch):  68%|██████▊   | 17/25 [00:10<00:03,  2.07it/s]Scanning Source (InfoBatch):  72%|███████▏  | 18/25 [00:11<00:04,  1.60it/s]Scanning Source (InfoBatch):  76%|███████▌  | 19/25 [00:12<00:03,  1.86it/s]Scanning Source (InfoBatch):  80%|████████  | 20/25 [00:12<00:02,  2.11it/s]Scanning Source (InfoBatch):  84%|████████▍ | 21/25 [00:12<00:01,  2.31it/s]Scanning Source (InfoBatch):  88%|████████▊ | 22/25 [00:13<00:01,  2.11it/s]Scanning Source (InfoBatch):  92%|█████████▏| 23/25 [00:13<00:00,  2.33it/s]Scanning Source (InfoBatch):  96%|█████████▌| 24/25 [00:13<00:00,  2.51it/s]Scanning Source (InfoBatch): 100%|██████████| 25/25 [00:14<00:00,  3.17it/s]                                                                            -> Source reduced: 24956 -> 4991

=== Phase 1: Source Pre-training ===
[P1] Ep 1: Loss 3.4088 | Val MAE 1.5752
[P1] Ep 2: Loss 1.5443 | Val MAE 1.5957
[P1] Ep 3: Loss 1.3656 | Val MAE 1.6067
[P1] Ep 4: Loss 1.1912 | Val MAE 1.6232
[P1] Ep 5: Loss 1.1154 | Val MAE 1.6212
[P1] Ep 6: Loss 1.0759 | Val MAE 1.6022
[P1] Ep 7: Loss 1.0719 | Val MAE 1.5758
[P1] Ep 8: Loss 1.0488 | Val MAE 1.6178
[P1] Ep 9: Loss 1.0129 | Val MAE 1.5863
[P1] Ep 10: Loss 0.9981 | Val MAE 1.5741
[P1] Ep 11: Loss 0.9775 | Val MAE 1.5869
[P1] Ep 12: Loss 0.9619 | Val MAE 1.5805
[P1] Ep 13: Loss 0.9565 | Val MAE 1.5884
[P1] Ep 14: Loss 0.9400 | Val MAE 1.5946
[P1] Ep 15: Loss 0.9133 | Val MAE 1.6000
[P1] Ep 16: Loss 0.9123 | Val MAE 1.5854
[P1] Ep 17: Loss 0.8984 | Val MAE 1.5779
[P1] Ep 18: Loss 0.8925 | Val MAE 1.5829
[P1] Ep 19: Loss 0.8830 | Val MAE 1.5769
[P1] Ep 20: Loss 0.8545 | Val MAE 1.5698
[P1] Ep 21: Loss 0.8329 | Val MAE 1.5799
[P1] Ep 22: Loss 0.8737 | Val MAE 1.5247
[P1] Ep 23: Loss 0.8613 | Val MAE 1.5410
[P1] Ep 24: Loss 0.8254 | Val MAE 1.5347
[P1] Ep 25: Loss 0.8406 | Val MAE 1.5759
[P1] Ep 26: Loss 0.7947 | Val MAE 1.5333
[P1] Ep 27: Loss 0.8184 | Val MAE 1.5837
