--- DTA Baseline: epsilon-greedy (Ratio: 0.6) ---

>>> [Stage 0] Sampling...

[Sampler] Running epsilon-greedy | Target: 14973/24956 (60.0%)
Scanning Source (epsilon-greedy):   0%|          | 0/25 [00:00<?, ?it/s]/root/miniconda3/envs/subset/lib/python3.9/site-packages/torch/nn/modules/transformer.py:508: UserWarning: The PyTorch API of nested tensors is in prototype stage and will change in the near future. We recommend specifying layout=torch.jagged when constructing a nested tensor, as this layout receives active development, has better operator coverage, and works with torch.compile. (Triggered internally at /pytorch/aten/src/ATen/NestedTensorImpl.cpp:178.)
  output = torch._nested_tensor_from_mask(
Scanning Source (epsilon-greedy):   4%|▍         | 1/25 [00:06<02:43,  6.81s/it]Scanning Source (epsilon-greedy):   8%|▊         | 2/25 [00:07<01:10,  3.08s/it]Scanning Source (epsilon-greedy):  12%|█▏        | 3/25 [00:07<00:40,  1.86s/it]Scanning Source (epsilon-greedy):  16%|█▌        | 4/25 [00:08<00:26,  1.28s/it]Scanning Source (epsilon-greedy):  20%|██        | 5/25 [00:09<00:29,  1.47s/it]Scanning Source (epsilon-greedy):  24%|██▍       | 6/25 [00:10<00:21,  1.11s/it]Scanning Source (epsilon-greedy):  28%|██▊       | 7/25 [00:10<00:15,  1.14it/s]Scanning Source (epsilon-greedy):  32%|███▏      | 8/25 [00:11<00:12,  1.38it/s]Scanning Source (epsilon-greedy):  36%|███▌      | 9/25 [00:15<00:31,  2.00s/it]Scanning Source (epsilon-greedy):  40%|████      | 10/25 [00:16<00:22,  1.50s/it]Scanning Source (epsilon-greedy):  44%|████▍     | 11/25 [00:16<00:16,  1.17s/it]Scanning Source (epsilon-greedy):  48%|████▊     | 12/25 [00:17<00:12,  1.07it/s]Scanning Source (epsilon-greedy):  52%|█████▏    | 13/25 [00:20<00:20,  1.68s/it]Scanning Source (epsilon-greedy):  56%|█████▌    | 14/25 [00:20<00:14,  1.29s/it]Scanning Source (epsilon-greedy):  60%|██████    | 15/25 [00:21<00:10,  1.05s/it]Scanning Source (epsilon-greedy):  64%|██████▍   | 16/25 [00:21<00:07,  1.16it/s]Scanning Source (epsilon-greedy):  68%|██████▊   | 17/25 [00:25<00:12,  1.62s/it]Scanning Source (epsilon-greedy):  72%|███████▏  | 18/25 [00:25<00:08,  1.25s/it]Scanning Source (epsilon-greedy):  76%|███████▌  | 19/25 [00:25<00:05,  1.00it/s]Scanning Source (epsilon-greedy):  80%|████████  | 20/25 [00:26<00:04,  1.22it/s]Scanning Source (epsilon-greedy):  84%|████████▍ | 21/25 [00:28<00:05,  1.28s/it]Scanning Source (epsilon-greedy):  88%|████████▊ | 22/25 [00:29<00:02,  1.00it/s]Scanning Source (epsilon-greedy):  92%|█████████▏| 23/25 [00:29<00:01,  1.25it/s]Scanning Source (epsilon-greedy):  96%|█████████▌| 24/25 [00:29<00:00,  1.51it/s]Scanning Source (epsilon-greedy): 100%|██████████| 25/25 [00:29<00:00,  1.99it/s]                                                                                 -> Source reduced: 24956 -> 14973

=== Phase 1: Source Pre-training ===
[P1] Ep 1: Loss 1.7928 | Val MAE 1.6906
[P1] Ep 2: Loss 1.0771 | Val MAE 1.7279
[P1] Ep 3: Loss 1.0015 | Val MAE 1.9486
[P1] Ep 4: Loss 0.9479 | Val MAE 1.7603
[P1] Ep 5: Loss 0.9218 | Val MAE 1.7820
[P1] Ep 6: Loss 0.8915 | Val MAE 1.8186
[P1] Ep 7: Loss 0.8590 | Val MAE 1.8309
[P1] Ep 8: Loss 0.8593 | Val MAE 1.7938
[P1] Ep 9: Loss 0.8245 | Val MAE 1.8703
[P1] Ep 10: Loss 0.8170 | Val MAE 1.8338
[P1] Ep 11: Loss 0.8080 | Val MAE 1.8962
[P1] Ep 12: Loss 0.7866 | Val MAE 1.8774
[P1] Ep 13: Loss 0.7866 | Val MAE 1.7415
[P1] Ep 14: Loss 0.7857 | Val MAE 1.8522
[P1] Ep 15: Loss 0.7749 | Val MAE 1.8671
[P1] Ep 16: Loss 0.7683 | Val MAE 1.8762
[P1] Ep 17: Loss 0.7666 | Val MAE 1.7979
[P1] Ep 18: Loss 0.7672 | Val MAE 1.8776
[P1] Ep 19: Loss 0.7637 | Val MAE 1.8677
[P1] Ep 20: Loss 0.7547 | Val MAE 1.8024
[P1] Ep 21: Loss 0.7531 | Val MAE 1.8590
[P1] Ep 22: Loss 0.7490 | Val MAE 1.8871
[P1] Ep 23: Loss 0.7449 | Val MAE 1.8681
[P1] Ep 24: Loss 0.7377 | Val MAE 1.8302
[P1] Ep 25: Loss 0.7384 | Val MAE 1.8329
[P1] Ep 26: Loss 0.7349 | Val MAE 1.8473
[P1] Ep 27: Loss 0.7269 | Val MAE 2.0066
[P1] Ep 28: Loss 0.7144 | Val MAE 1.8591
