--- DTA Baseline: InfoBatch (Ratio: 0.4) ---

>>> [Stage 0] Sampling...

[Sampler] Running InfoBatch | Target: 9982/24956 (40.0%)
Scanning Source (InfoBatch):   0%|          | 0/25 [00:00<?, ?it/s]/root/miniconda3/envs/subset/lib/python3.9/site-packages/torch/nn/modules/transformer.py:508: UserWarning: The PyTorch API of nested tensors is in prototype stage and will change in the near future. We recommend specifying layout=torch.jagged when constructing a nested tensor, as this layout receives active development, has better operator coverage, and works with torch.compile. (Triggered internally at /pytorch/aten/src/ATen/NestedTensorImpl.cpp:178.)
  output = torch._nested_tensor_from_mask(
Scanning Source (InfoBatch):   4%|▍         | 1/25 [00:03<01:15,  3.16s/it]Scanning Source (InfoBatch):   8%|▊         | 2/25 [00:03<00:32,  1.43s/it]Scanning Source (InfoBatch):  12%|█▏        | 3/25 [00:03<00:19,  1.15it/s]Scanning Source (InfoBatch):  16%|█▌        | 4/25 [00:03<00:12,  1.64it/s]Scanning Source (InfoBatch):  20%|██        | 5/25 [00:05<00:16,  1.21it/s]Scanning Source (InfoBatch):  24%|██▍       | 6/25 [00:05<00:11,  1.59it/s]Scanning Source (InfoBatch):  28%|██▊       | 7/25 [00:05<00:08,  2.03it/s]Scanning Source (InfoBatch):  32%|███▏      | 8/25 [00:05<00:06,  2.49it/s]Scanning Source (InfoBatch):  36%|███▌      | 9/25 [00:06<00:08,  1.78it/s]Scanning Source (InfoBatch):  40%|████      | 10/25 [00:06<00:06,  2.21it/s]Scanning Source (InfoBatch):  44%|████▍     | 11/25 [00:07<00:05,  2.56it/s]Scanning Source (InfoBatch):  48%|████▊     | 12/25 [00:07<00:04,  2.96it/s]Scanning Source (InfoBatch):  52%|█████▏    | 13/25 [00:08<00:06,  1.73it/s]Scanning Source (InfoBatch):  56%|█████▌    | 14/25 [00:08<00:05,  2.13it/s]Scanning Source (InfoBatch):  60%|██████    | 15/25 [00:08<00:03,  2.50it/s]Scanning Source (InfoBatch):  64%|██████▍   | 16/25 [00:09<00:03,  2.89it/s]Scanning Source (InfoBatch):  68%|██████▊   | 17/25 [00:10<00:04,  1.66it/s]Scanning Source (InfoBatch):  72%|███████▏  | 18/25 [00:10<00:03,  2.07it/s]Scanning Source (InfoBatch):  76%|███████▌  | 19/25 [00:10<00:02,  2.48it/s]Scanning Source (InfoBatch):  80%|████████  | 20/25 [00:10<00:01,  2.90it/s]Scanning Source (InfoBatch):  84%|████████▍ | 21/25 [00:12<00:02,  1.40it/s]Scanning Source (InfoBatch):  88%|████████▊ | 22/25 [00:12<00:01,  1.77it/s]Scanning Source (InfoBatch):  92%|█████████▏| 23/25 [00:12<00:00,  2.18it/s]Scanning Source (InfoBatch):  96%|█████████▌| 24/25 [00:13<00:00,  2.60it/s]                                                                            -> Source reduced: 24956 -> 9982

=== Phase 1: Source Pre-training ===
[P1] Ep 1: Loss 2.4464 | Val MAE 1.7777
[P1] Ep 2: Loss 1.2852 | Val MAE 1.8817
[P1] Ep 3: Loss 1.1247 | Val MAE 1.7578
[P1] Ep 4: Loss 1.0912 | Val MAE 1.8194
[P1] Ep 5: Loss 1.0491 | Val MAE 1.7483
[P1] Ep 6: Loss 1.0179 | Val MAE 1.6516
[P1] Ep 7: Loss 0.9804 | Val MAE 1.7653
[P1] Ep 8: Loss 0.9749 | Val MAE 1.7551
[P1] Ep 9: Loss 0.9563 | Val MAE 1.7373
[P1] Ep 10: Loss 0.9449 | Val MAE 1.6322
[P1] Ep 11: Loss 0.9095 | Val MAE 1.6320
[P1] Ep 12: Loss 0.8915 | Val MAE 1.7274
[P1] Ep 13: Loss 0.8761 | Val MAE 1.7249
[P1] Ep 14: Loss 0.8820 | Val MAE 1.7115
[P1] Ep 15: Loss 0.8484 | Val MAE 1.6503
[P1] Ep 16: Loss 0.8569 | Val MAE 1.7404
[P1] Ep 17: Loss 0.8444 | Val MAE 1.6571
[P1] Ep 18: Loss 0.8547 | Val MAE 1.7155
[P1] Ep 19: Loss 0.8322 | Val MAE 1.6753
[P1] Ep 20: Loss 0.8303 | Val MAE 1.8006
[P1] Ep 21: Loss 0.8409 | Val MAE 1.7168
[P1] Ep 22: Loss 0.8173 | Val MAE 1.6720
[P1] Ep 23: Loss 0.8325 | Val MAE 1.6964
[P1] Ep 24: Loss 0.8213 | Val MAE 1.6505
[P1] Ep 25: Loss 0.8156 | Val MAE 1.8113
[P1] Ep 26: Loss 0.8308 | Val MAE 1.7278
[P1] Ep 27: Loss 0.8053 | Val MAE 1.6667
[P1] Ep 28: Loss 0.7943 | Val MAE 1.6397
