--- DTA Baseline: DP (Ratio: 0.4) ---

>>> [Stage 0] Sampling...

[Sampler] Running DP | Target: 9982/24956 (40.0%)
Scanning Source (DP):   0%|          | 0/25 [00:00<?, ?it/s]/root/miniconda3/envs/subset/lib/python3.9/site-packages/torch/nn/modules/transformer.py:508: UserWarning: The PyTorch API of nested tensors is in prototype stage and will change in the near future. We recommend specifying layout=torch.jagged when constructing a nested tensor, as this layout receives active development, has better operator coverage, and works with torch.compile. (Triggered internally at /pytorch/aten/src/ATen/NestedTensorImpl.cpp:178.)
  output = torch._nested_tensor_from_mask(
Scanning Source (DP):   4%|▍         | 1/25 [00:03<01:24,  3.51s/it]Scanning Source (DP):   8%|▊         | 2/25 [00:03<00:36,  1.57s/it]Scanning Source (DP):  12%|█▏        | 3/25 [00:03<00:21,  1.03it/s]Scanning Source (DP):  16%|█▌        | 4/25 [00:04<00:14,  1.49it/s]Scanning Source (DP):  20%|██        | 5/25 [00:05<00:19,  1.02it/s]Scanning Source (DP):  24%|██▍       | 6/25 [00:05<00:13,  1.40it/s]Scanning Source (DP):  28%|██▊       | 7/25 [00:06<00:09,  1.81it/s]Scanning Source (DP):  32%|███▏      | 8/25 [00:06<00:07,  2.20it/s]Scanning Source (DP):  36%|███▌      | 9/25 [00:07<00:12,  1.25it/s]Scanning Source (DP):  40%|████      | 10/25 [00:08<00:09,  1.60it/s]Scanning Source (DP):  44%|████▍     | 11/25 [00:08<00:07,  2.00it/s]Scanning Source (DP):  48%|████▊     | 12/25 [00:08<00:05,  2.41it/s]Scanning Source (DP):  52%|█████▏    | 13/25 [00:10<00:08,  1.40it/s]Scanning Source (DP):  56%|█████▌    | 14/25 [00:10<00:06,  1.77it/s]Scanning Source (DP):  60%|██████    | 15/25 [00:10<00:04,  2.13it/s]Scanning Source (DP):  64%|██████▍   | 16/25 [00:10<00:03,  2.54it/s]Scanning Source (DP):  68%|██████▊   | 17/25 [00:12<00:06,  1.27it/s]Scanning Source (DP):  72%|███████▏  | 18/25 [00:12<00:04,  1.62it/s]Scanning Source (DP):  76%|███████▌  | 19/25 [00:12<00:02,  2.01it/s]Scanning Source (DP):  80%|████████  | 20/25 [00:13<00:02,  2.39it/s]Scanning Source (DP):  84%|████████▍ | 21/25 [00:14<00:03,  1.22it/s]Scanning Source (DP):  88%|████████▊ | 22/25 [00:15<00:01,  1.57it/s]Scanning Source (DP):  92%|█████████▏| 23/25 [00:15<00:01,  1.97it/s]Scanning Source (DP):  96%|█████████▌| 24/25 [00:15<00:00,  2.38it/s]                                                                     -> Source reduced: 24956 -> 9982

=== Phase 1: Source Pre-training ===
[P1] Ep 1: Loss 2.4722 | Val MAE 1.7110
[P1] Ep 2: Loss 1.2372 | Val MAE 1.6133
[P1] Ep 3: Loss 1.0657 | Val MAE 1.7901
[P1] Ep 4: Loss 0.9793 | Val MAE 1.7106
[P1] Ep 5: Loss 0.9367 | Val MAE 1.6825
[P1] Ep 6: Loss 0.9242 | Val MAE 1.7238
[P1] Ep 7: Loss 0.8842 | Val MAE 1.7005
[P1] Ep 8: Loss 0.8845 | Val MAE 1.6831
[P1] Ep 9: Loss 0.8573 | Val MAE 1.7846
[P1] Ep 10: Loss 0.8596 | Val MAE 1.6964
[P1] Ep 11: Loss 0.8298 | Val MAE 1.6758
[P1] Ep 12: Loss 0.8201 | Val MAE 1.6647
[P1] Ep 13: Loss 0.7929 | Val MAE 1.6495
[P1] Ep 14: Loss 0.7974 | Val MAE 1.7643
[P1] Ep 15: Loss 0.7736 | Val MAE 1.6668
[P1] Ep 16: Loss 0.7496 | Val MAE 1.7179
[P1] Ep 17: Loss 0.7546 | Val MAE 1.7029
[P1] Ep 18: Loss 0.7466 | Val MAE 1.7308
[P1] Ep 19: Loss 0.7473 | Val MAE 1.7080
[P1] Ep 20: Loss 0.7338 | Val MAE 1.6953
[P1] Ep 21: Loss 0.7237 | Val MAE 1.6700
[P1] Ep 22: Loss 0.7179 | Val MAE 1.6556
[P1] Ep 23: Loss 0.7096 | Val MAE 1.6002
[P1] Ep 24: Loss 0.7140 | Val MAE 1.7078
