--- DTA Baseline: epsilon-greedy (Ratio: 0.4) ---

>>> [Stage 0] Sampling...

[Sampler] Running epsilon-greedy | Target: 9982/24956 (40.0%)
Scanning Source (epsilon-greedy):   0%|          | 0/25 [00:00<?, ?it/s]/root/miniconda3/envs/subset/lib/python3.9/site-packages/torch/nn/modules/transformer.py:508: UserWarning: The PyTorch API of nested tensors is in prototype stage and will change in the near future. We recommend specifying layout=torch.jagged when constructing a nested tensor, as this layout receives active development, has better operator coverage, and works with torch.compile. (Triggered internally at /pytorch/aten/src/ATen/NestedTensorImpl.cpp:178.)
  output = torch._nested_tensor_from_mask(
Scanning Source (epsilon-greedy):   4%|▍         | 1/25 [00:02<01:07,  2.82s/it]Scanning Source (epsilon-greedy):   8%|▊         | 2/25 [00:03<00:29,  1.30s/it]Scanning Source (epsilon-greedy):  12%|█▏        | 3/25 [00:03<00:17,  1.25it/s]Scanning Source (epsilon-greedy):  16%|█▌        | 4/25 [00:03<00:11,  1.75it/s]Scanning Source (epsilon-greedy):  20%|██        | 5/25 [00:04<00:11,  1.73it/s]Scanning Source (epsilon-greedy):  24%|██▍       | 6/25 [00:04<00:08,  2.21it/s]Scanning Source (epsilon-greedy):  28%|██▊       | 7/25 [00:04<00:07,  2.53it/s]Scanning Source (epsilon-greedy):  32%|███▏      | 8/25 [00:04<00:05,  2.97it/s]Scanning Source (epsilon-greedy):  36%|███▌      | 9/25 [00:06<00:09,  1.62it/s]Scanning Source (epsilon-greedy):  40%|████      | 10/25 [00:06<00:07,  1.99it/s]Scanning Source (epsilon-greedy):  44%|████▍     | 11/25 [00:06<00:06,  2.32it/s]Scanning Source (epsilon-greedy):  48%|████▊     | 12/25 [00:06<00:04,  2.69it/s]Scanning Source (epsilon-greedy):  52%|█████▏    | 13/25 [00:08<00:07,  1.53it/s]Scanning Source (epsilon-greedy):  56%|█████▌    | 14/25 [00:08<00:05,  1.92it/s]Scanning Source (epsilon-greedy):  60%|██████    | 15/25 [00:08<00:04,  2.34it/s]Scanning Source (epsilon-greedy):  64%|██████▍   | 16/25 [00:08<00:03,  2.75it/s]Scanning Source (epsilon-greedy):  68%|██████▊   | 17/25 [00:09<00:04,  1.82it/s]Scanning Source (epsilon-greedy):  72%|███████▏  | 18/25 [00:09<00:03,  2.23it/s]Scanning Source (epsilon-greedy):  76%|███████▌  | 19/25 [00:10<00:02,  2.49it/s]Scanning Source (epsilon-greedy):  80%|████████  | 20/25 [00:10<00:01,  2.91it/s]Scanning Source (epsilon-greedy):  84%|████████▍ | 21/25 [00:11<00:02,  1.70it/s]Scanning Source (epsilon-greedy):  88%|████████▊ | 22/25 [00:11<00:01,  2.11it/s]Scanning Source (epsilon-greedy):  92%|█████████▏| 23/25 [00:11<00:00,  2.53it/s]Scanning Source (epsilon-greedy):  96%|█████████▌| 24/25 [00:12<00:00,  2.94it/s]                                                                                 -> Source reduced: 24956 -> 9982

=== Phase 1: Source Pre-training ===
[P1] Ep 1: Loss 2.4977 | Val MAE 1.7588
[P1] Ep 2: Loss 1.2878 | Val MAE 1.6750
[P1] Ep 3: Loss 1.1219 | Val MAE 1.7563
[P1] Ep 4: Loss 1.0676 | Val MAE 1.7191
[P1] Ep 5: Loss 1.0428 | Val MAE 1.6395
[P1] Ep 6: Loss 1.0049 | Val MAE 1.7853
[P1] Ep 7: Loss 0.9870 | Val MAE 1.6720
[P1] Ep 8: Loss 0.9884 | Val MAE 1.7622
[P1] Ep 9: Loss 0.9681 | Val MAE 1.6514
[P1] Ep 10: Loss 0.9206 | Val MAE 1.6499
[P1] Ep 11: Loss 0.9067 | Val MAE 1.6673
[P1] Ep 12: Loss 0.8915 | Val MAE 1.6711
[P1] Ep 13: Loss 0.9019 | Val MAE 1.6723
[P1] Ep 14: Loss 0.8788 | Val MAE 1.7180
[P1] Ep 15: Loss 0.8702 | Val MAE 1.7404
[P1] Ep 16: Loss 0.8489 | Val MAE 1.5996
[P1] Ep 17: Loss 0.8591 | Val MAE 1.6638
[P1] Ep 18: Loss 0.8425 | Val MAE 1.7565
[P1] Ep 19: Loss 0.8390 | Val MAE 1.7656
[P1] Ep 20: Loss 0.8330 | Val MAE 1.7765
[P1] Ep 21: Loss 0.8286 | Val MAE 1.6416
[P1] Ep 22: Loss 0.8334 | Val MAE 1.7575
[P1] Ep 23: Loss 0.8266 | Val MAE 1.6314
[P1] Ep 24: Loss 0.8323 | Val MAE 1.6977
[P1] Ep 25: Loss 0.8207 | Val MAE 1.8086
[P1] Ep 26: Loss 0.8228 | Val MAE 1.6753
[P1] Ep 27: Loss 0.8025 | Val MAE 1.6212
[P1] Ep 28: Loss 0.7862 | Val MAE 1.6532
[P1] Ep 29: Loss 0.8029 | Val MAE 1.6062
[P1] Ep 30: Loss 0.7892 | Val MAE 1.6252
