--- DTA Baseline: epsilon-greedy (Ratio: 0.8) ---

>>> [Stage 0] Sampling...

[Sampler] Running epsilon-greedy | Target: 19964/24956 (80.0%)
Scanning Source (epsilon-greedy):   0%|          | 0/25 [00:00<?, ?it/s]/root/miniconda3/envs/subset/lib/python3.9/site-packages/torch/nn/modules/transformer.py:508: UserWarning: The PyTorch API of nested tensors is in prototype stage and will change in the near future. We recommend specifying layout=torch.jagged when constructing a nested tensor, as this layout receives active development, has better operator coverage, and works with torch.compile. (Triggered internally at /pytorch/aten/src/ATen/NestedTensorImpl.cpp:178.)
  output = torch._nested_tensor_from_mask(
Scanning Source (epsilon-greedy):   4%|▍         | 1/25 [00:03<01:16,  3.17s/it]Scanning Source (epsilon-greedy):   8%|▊         | 2/25 [00:03<00:34,  1.52s/it]Scanning Source (epsilon-greedy):  12%|█▏        | 3/25 [00:03<00:21,  1.02it/s]Scanning Source (epsilon-greedy):  16%|█▌        | 4/25 [00:04<00:15,  1.35it/s]Scanning Source (epsilon-greedy):  20%|██        | 5/25 [00:05<00:15,  1.29it/s]Scanning Source (epsilon-greedy):  24%|██▍       | 6/25 [00:05<00:12,  1.58it/s]Scanning Source (epsilon-greedy):  28%|██▊       | 7/25 [00:05<00:09,  1.86it/s]Scanning Source (epsilon-greedy):  32%|███▏      | 8/25 [00:06<00:08,  2.09it/s]Scanning Source (epsilon-greedy):  36%|███▌      | 9/25 [00:06<00:09,  1.69it/s]Scanning Source (epsilon-greedy):  40%|████      | 10/25 [00:07<00:07,  1.92it/s]Scanning Source (epsilon-greedy):  44%|████▍     | 11/25 [00:07<00:06,  2.15it/s]Scanning Source (epsilon-greedy):  48%|████▊     | 12/25 [00:08<00:05,  2.30it/s]Scanning Source (epsilon-greedy):  52%|█████▏    | 13/25 [00:09<00:07,  1.58it/s]Scanning Source (epsilon-greedy):  56%|█████▌    | 14/25 [00:09<00:06,  1.67it/s]Scanning Source (epsilon-greedy):  60%|██████    | 15/25 [00:09<00:05,  1.92it/s]Scanning Source (epsilon-greedy):  64%|██████▍   | 16/25 [00:10<00:04,  2.14it/s]Scanning Source (epsilon-greedy):  68%|██████▊   | 17/25 [00:11<00:04,  1.68it/s]Scanning Source (epsilon-greedy):  72%|███████▏  | 18/25 [00:11<00:03,  1.92it/s]Scanning Source (epsilon-greedy):  76%|███████▌  | 19/25 [00:11<00:02,  2.13it/s]Scanning Source (epsilon-greedy):  80%|████████  | 20/25 [00:12<00:02,  2.33it/s]Scanning Source (epsilon-greedy):  84%|████████▍ | 21/25 [00:13<00:02,  1.88it/s]Scanning Source (epsilon-greedy):  88%|████████▊ | 22/25 [00:13<00:01,  2.10it/s]Scanning Source (epsilon-greedy):  92%|█████████▏| 23/25 [00:13<00:00,  2.30it/s]Scanning Source (epsilon-greedy):  96%|█████████▌| 24/25 [00:14<00:00,  2.45it/s]Scanning Source (epsilon-greedy): 100%|██████████| 25/25 [00:14<00:00,  3.09it/s]                                                                                 -> Source reduced: 24956 -> 19964

=== Phase 1: Source Pre-training ===
[P1] Ep 1: Loss 1.5272 | Val MAE 1.7340
[P1] Ep 2: Loss 0.9490 | Val MAE 1.9348
[P1] Ep 3: Loss 0.8721 | Val MAE 1.9011
[P1] Ep 4: Loss 0.8438 | Val MAE 2.0128
[P1] Ep 5: Loss 0.8179 | Val MAE 1.8745
[P1] Ep 6: Loss 0.8055 | Val MAE 1.8839
[P1] Ep 7: Loss 0.7594 | Val MAE 1.7576
[P1] Ep 8: Loss 0.7364 | Val MAE 1.8383
[P1] Ep 9: Loss 0.7351 | Val MAE 1.9237
[P1] Ep 10: Loss 0.7265 | Val MAE 1.9621
[P1] Ep 11: Loss 0.7106 | Val MAE 1.8304
[P1] Ep 12: Loss 0.7073 | Val MAE 1.8532
[P1] Ep 13: Loss 0.6980 | Val MAE 1.7631
[P1] Ep 14: Loss 0.6930 | Val MAE 1.9055
[P1] Ep 15: Loss 0.6950 | Val MAE 1.9424
[P1] Ep 16: Loss 0.6759 | Val MAE 1.8763
[P1] Ep 17: Loss 0.6878 | Val MAE 1.9774
[P1] Ep 18: Loss 0.6640 | Val MAE 1.8200
[P1] Ep 19: Loss 0.6708 | Val MAE 1.9400
[P1] Ep 20: Loss 0.6704 | Val MAE 1.9719
[P1] Ep 21: Loss 0.6555 | Val MAE 1.8518
[P1] Ep 22: Loss 0.6572 | Val MAE 1.8308
[P1] Ep 23: Loss 0.6480 | Val MAE 1.9637
[P1] Ep 24: Loss 0.6479 | Val MAE 1.9235
[P1] Ep 25: Loss 0.6425 | Val MAE 1.9624
[P1] Ep 26: Loss 0.6447 | Val MAE 1.8557
[P1] Ep 27: Loss 0.6289 | Val MAE 1.8184
[P1] Ep 28: Loss 0.6367 | Val MAE 1.9708
