--- DTA Baseline: DP (Ratio: 0.8) ---

>>> [Stage 0] Sampling...

[Sampler] Running DP | Target: 19964/24956 (80.0%)
Scanning Source (DP):   0%|          | 0/25 [00:00<?, ?it/s]/root/miniconda3/envs/subset/lib/python3.9/site-packages/torch/nn/modules/transformer.py:508: UserWarning: The PyTorch API of nested tensors is in prototype stage and will change in the near future. We recommend specifying layout=torch.jagged when constructing a nested tensor, as this layout receives active development, has better operator coverage, and works with torch.compile. (Triggered internally at /pytorch/aten/src/ATen/NestedTensorImpl.cpp:178.)
  output = torch._nested_tensor_from_mask(
Scanning Source (DP):   4%|▍         | 1/25 [00:03<01:15,  3.13s/it]Scanning Source (DP):   8%|▊         | 2/25 [00:03<00:32,  1.43s/it]Scanning Source (DP):  12%|█▏        | 3/25 [00:03<00:19,  1.15it/s]Scanning Source (DP):  16%|█▌        | 4/25 [00:03<00:12,  1.63it/s]Scanning Source (DP):  20%|██        | 5/25 [00:04<00:12,  1.55it/s]Scanning Source (DP):  24%|██▍       | 6/25 [00:04<00:10,  1.85it/s]Scanning Source (DP):  28%|██▊       | 7/25 [00:05<00:07,  2.27it/s]Scanning Source (DP):  32%|███▏      | 8/25 [00:05<00:06,  2.53it/s]Scanning Source (DP):  36%|███▌      | 9/25 [00:06<00:09,  1.61it/s]Scanning Source (DP):  40%|████      | 10/25 [00:06<00:08,  1.86it/s]Scanning Source (DP):  44%|████▍     | 11/25 [00:07<00:06,  2.25it/s]Scanning Source (DP):  48%|████▊     | 12/25 [00:07<00:05,  2.31it/s]Scanning Source (DP):  52%|█████▏    | 13/25 [00:08<00:07,  1.61it/s]Scanning Source (DP):  56%|█████▌    | 14/25 [00:09<00:06,  1.66it/s]Scanning Source (DP):  60%|██████    | 15/25 [00:09<00:04,  2.07it/s]Scanning Source (DP):  64%|██████▍   | 16/25 [00:09<00:03,  2.48it/s]Scanning Source (DP):  68%|██████▊   | 17/25 [00:10<00:04,  1.75it/s]Scanning Source (DP):  72%|███████▏  | 18/25 [00:11<00:04,  1.55it/s]Scanning Source (DP):  76%|███████▌  | 19/25 [00:11<00:03,  1.90it/s]Scanning Source (DP):  80%|████████  | 20/25 [00:11<00:02,  2.29it/s]Scanning Source (DP):  84%|████████▍ | 21/25 [00:12<00:02,  1.90it/s]Scanning Source (DP):  88%|████████▊ | 22/25 [00:12<00:01,  1.94it/s]Scanning Source (DP):  92%|█████████▏| 23/25 [00:13<00:00,  2.35it/s]Scanning Source (DP):  96%|█████████▌| 24/25 [00:13<00:00,  2.75it/s]                                                                     -> Source reduced: 24956 -> 19964

=== Phase 1: Source Pre-training ===
[P1] Ep 1: Loss 1.6079 | Val MAE 1.7469
[P1] Ep 2: Loss 0.9302 | Val MAE 1.9560
[P1] Ep 3: Loss 0.8627 | Val MAE 1.9078
[P1] Ep 4: Loss 0.8052 | Val MAE 2.0105
[P1] Ep 5: Loss 0.7826 | Val MAE 1.8938
[P1] Ep 6: Loss 0.7414 | Val MAE 1.9235
[P1] Ep 7: Loss 0.7217 | Val MAE 1.9820
[P1] Ep 8: Loss 0.7003 | Val MAE 1.9628
[P1] Ep 9: Loss 0.6873 | Val MAE 1.9874
[P1] Ep 10: Loss 0.6746 | Val MAE 2.0381
[P1] Ep 11: Loss 0.6618 | Val MAE 1.9114
[P1] Ep 12: Loss 0.6628 | Val MAE 1.9431
[P1] Ep 13: Loss 0.6549 | Val MAE 1.8887
[P1] Ep 14: Loss 0.6440 | Val MAE 1.9134
[P1] Ep 15: Loss 0.6425 | Val MAE 1.9728
[P1] Ep 16: Loss 0.6329 | Val MAE 1.9701
[P1] Ep 17: Loss 0.6190 | Val MAE 1.9533
[P1] Ep 18: Loss 0.6208 | Val MAE 2.0179
[P1] Ep 19: Loss 0.6189 | Val MAE 1.9686
[P1] Ep 20: Loss 0.6152 | Val MAE 2.0562
[P1] Ep 21: Loss 0.6124 | Val MAE 1.9029
[P1] Ep 22: Loss 0.6075 | Val MAE 1.9049
[P1] Ep 23: Loss 0.5981 | Val MAE 1.9899
[P1] Ep 24: Loss 0.5948 | Val MAE 1.9347
